Gemeinde/Stadt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro,Niederschlagswassergebührensatz in Euro,Schmutzwassergebührensatz in Euro,Sondergebühren NW in Euro,Grundgebühr jährlich in Euro,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro,Veränderung zum Vorjahr,Fernsehstudio,Hörfunk,Schmutzwassergebührensatz Durchschnitt in Euro,Niederschlagswassergebührensatz Durchschnitt in Euro,Sondergebühren NW Durchschnitt in Euro,Grundgebühr jährlich in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Durchschnitt,BdSt-Musterhaushalt Gesamtbelastung 2019 in Euro Durchschnitt,Veränderung zum Vorjahr Durchschnitt,Schmutzwassergebühr im Vergleich,Vergleich Schmutzwasser Text,Niederschlagsgebühren im Vergleich,Vergleich Schmutzwasser Text1,BdSt-Musterhaushalt Gesamtbelastung 2020 in Euro Vergleich zum Durchschnitt,X.1
Laer,754.9,0.53,2.29,null,228,691,0.092474674,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-23.95854297,unter dem Durchschnitt,-37.71808861,unter dem Durchschnitt,3.909991419,über dem Durchschnitt
Lage,997.7,0.89,4.41,null,null,997.7,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,46.43791507,über dem Durchschnitt,4.586605912,über dem Durchschnitt,37.33077022,über dem Durchschnitt
Langenberg,735.4,0.18,3.3,null,52,735.4,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,9.579392232,über dem Durchschnitt,-78.84765274,unter dem Durchschnitt,1.225867915,über dem Durchschnitt
Langenfeld (Rhld.),516.3,0.71,2.12,null,null,518.3,-0.003858769,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-29.60354196,unter dem Durchschnitt,-16.56574135,unter dem Durchschnitt,-28.93266847,unter dem Durchschnitt
Langerwehe,738.6,0.62,3.29,null,null,738.6,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,9.247333467,über dem Durchschnitt,-27.14191498,unter dem Durchschnitt,1.666339465,über dem Durchschnitt
Legden,491.7,0.49,2.14,null,null,516.8,-0.048568111,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-28.93942443,unter dem Durchschnitt,-42.41861023,unter dem Durchschnitt,-32.31879351,unter dem Durchschnitt
Leichlingen (Rhld.),874.9,1.13,3.64,null,null,911.5,-0.040153593,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,20.86939022,über dem Durchschnitt,32.7897356,über dem Durchschnitt,20.42767452,über dem Durchschnitt
Lemgo,983.9,0.83,4.16,null,44,983.9,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,38.13644596,über dem Durchschnitt,-2.464176509,unter dem Durchschnitt,35.43123666,über dem Durchschnitt
Lengerich,578,0.6,2.5,null,null,578,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.98530892,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-20.43982641,unter dem Durchschnitt
Lennestadt,743.5,0.55,3.36,null,null,729.6,0.019051535,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,11.57174482,über dem Durchschnitt,-35.36782781,unter dem Durchschnitt,2.340811524,über dem Durchschnitt
Leopoldshöhe,936.5,1.05,4,null,null,936.5,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.82350574,über dem Durchschnitt,23.38869237,über dem Durchschnitt,28.90675184,über dem Durchschnitt
Leverkusen,615.6,1.12,2.35,null,null,622.2,-0.010607522,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-21.96619038,unter dem Durchschnitt,31.61460519,über dem Durchschnitt,-15.26428571,unter dem Durchschnitt
Lichtenau,867.2,0.4,3.5,null,115.2,867.2,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,16.22056752,über dem Durchschnitt,-52.99478386,unter dem Durchschnitt,19.36778985,über dem Durchschnitt
Lienen,805,0.5,3.7,null,null,735.5,0.094493542,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,22.86174281,über dem Durchschnitt,-41.24347982,unter dem Durchschnitt,10.80612411,über dem Durchschnitt
Lindlar,922.8,0.76,3.76,null,72,908.8,0.01540493,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,24.85409539,über dem Durchschnitt,-10.69008933,unter dem Durchschnitt,27.02098302,über dem Durchschnitt
Linnich,855.7,0.89,3.7,null,null,875.7,-0.022838872,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,22.86174281,über dem Durchschnitt,4.586605912,über dem Durchschnitt,17.78484522,über dem Durchschnitt
Lippetal,681.24,0.58,2.69,null,67.84,656.42,0.037811157,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-10.67619239,unter dem Durchschnitt,-31.8424366,unter dem Durchschnitt,-6.229113056,unter dem Durchschnitt
Lippstadt,590.7,0.59,2.57,null,null,624.7,-0.054426125,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-14.66089756,unter dem Durchschnitt,-30.66730619,unter dem Durchschnitt,-18.69170495,unter dem Durchschnitt
Lohmar,972.9,1.73,3.74,null,null,896.3,0.085462457,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,24.18997786,über dem Durchschnitt,103.2975598,über dem Durchschnitt,33.91711571,über dem Durchschnitt
Löhne,672.4,0.48,3.05,null,null,669.8,0.003881756,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,1.277923123,über dem Durchschnitt,-43.59374063,unter dem Durchschnitt,-7.445915711,unter dem Durchschnitt
Lotte,771,0.7,3.4,null,null,771,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,12.89997988,über dem Durchschnitt,-17.74087175,unter dem Durchschnitt,6.126113901,über dem Durchschnitt
Lübbecke,666,0.6,2.94,null,null,666,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-2.374723284,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-8.326858809,unter dem Durchschnitt
Lüdenscheid,713.2,1.04,2.89,null,null,713.2,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-4.035017106,unter dem Durchschnitt,22.21356196,über dem Durchschnitt,-1.829903458,unter dem Durchschnitt
Lüdinghausen,619.7,0.69,2.65,null,null,606.7,0.021427394,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-12.00442745,unter dem Durchschnitt,-18.91600216,unter dem Durchschnitt,-14.69993154,unter dem Durchschnitt
Lügde,697.6,0.52,2.85,null,60,686.9,0.015577231,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.363252163,unter dem Durchschnitt,-38.89321902,unter dem Durchschnitt,-3.97720226,unter dem Durchschnitt
Lünen,703.4,1.38,2.62,null,null,687.5,0.023127273,Dortmund,Dortmund,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.00060374,unter dem Durchschnitt,62.16799568,über dem Durchschnitt,-3.178847577,unter dem Durchschnitt
Marienheide,944.9,0.93,4.12,null,null,950.1,-0.005473108,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,36.80821091,über dem Durchschnitt,9.287127526,über dem Durchschnitt,30.06298966,über dem Durchschnitt
Marienmünster,1051.2,0.44,4.4,null,114,1051.2,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,46.10585631,über dem Durchschnitt,-48.29426225,unter dem Durchschnitt,44.69490393,über dem Durchschnitt
Marl,610.2,1.14,2.31,null,null,579.8,0.052431873,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-23.29442544,unter dem Durchschnitt,33.964866,über dem Durchschnitt,-16.00758145,unter dem Durchschnitt
Marsberg,667.7,0.61,2.45,null,98.4,667.7,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-18.64560274,unter dem Durchschnitt,-28.31704539,unter dem Durchschnitt,-8.092858299,unter dem Durchschnitt
Mechernich,958.7,0.99,3.55,null,120,1017.8,-0.058066418,Aachen,Aachen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,17.88086134,über dem Durchschnitt,16.33790995,über dem Durchschnitt,31.96252321,über dem Durchschnitt
Meckenheim,750,1,3.1,null,null,750,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,2.938216945,über dem Durchschnitt,17.51304035,über dem Durchschnitt,3.235519359,über dem Durchschnitt
Medebach,685.7,0.69,2.98,null,null,685.7,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-1.046488227,unter dem Durchschnitt,-18.91600216,unter dem Durchschnitt,-5.615205834,unter dem Durchschnitt
Meerbusch,580.8,0.96,2.28,null,null,590,-0.01559322,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-24.29060173,unter dem Durchschnitt,12.81251874,über dem Durchschnitt,-20.05441381,unter dem Durchschnitt
Meinerzhagen,841.7,0.89,3.63,null,null,927.4,-0.092408885,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,20.53733146,über dem Durchschnitt,4.586605912,über dem Durchschnitt,15.85778219,über dem Durchschnitt
Menden (Sauerland),617.7,0.89,2.51,null,null,658.9,-0.062528457,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.65325015,unter dem Durchschnitt,4.586605912,über dem Durchschnitt,-14.97522626,unter dem Durchschnitt
Merzenich,485,0.5,2.1,null,null,485,0,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-30.26765949,unter dem Durchschnitt,-41.24347982,unter dem Durchschnitt,-33.24103081,unter dem Durchschnitt
Meschede,667.5,0.55,2.98,null,null,668.2,-0.001047591,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-1.046488227,unter dem Durchschnitt,-35.36782781,unter dem Durchschnitt,-8.120387771,unter dem Durchschnitt
Metelen,564.7,0.49,2,null,101,605.7,-0.067690276,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-33.58824713,unter dem Durchschnitt,-42.41861023,unter dem Durchschnitt,-22.27053629,unter dem Durchschnitt
Mettingen,369,null,1.68,33,null,364.6,0.01206802,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-44.21412759,unter dem Durchschnitt,-100,unter dem Durchschnitt,-49.20812448,unter dem Durchschnitt
Mettmann,756,1.2,3,null,null,744.7,0.015173896,Düsseldorf,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-0.382370698,unter dem Durchschnitt,41.01564842,über dem Durchschnitt,4.061403514,über dem Durchschnitt
Minden,590.1,0.57,2.58,null,null,590.1,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-14.3288388,unter dem Durchschnitt,-33.017567,unter dem Durchschnitt,-18.77429337,unter dem Durchschnitt
Moers,847.1,1.27,3.41,null,null,777.4,0.089657834,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,13.23203864,über dem Durchschnitt,49.24156124,über dem Durchschnitt,16.60107793,über dem Durchschnitt
Möhnesee,937.7,0.69,4.24,null,null,922.2,0.016807634,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,40.79291608,über dem Durchschnitt,-18.91600216,unter dem Durchschnitt,29.07192867,über dem Durchschnitt
Mönchengladbach,975.2,1.84,3.68,null,null,932.5,0.045790885,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,22.19762528,über dem Durchschnitt,116.2239942,über dem Durchschnitt,34.23370464,über dem Durchschnitt
Monheim am Rhein,743.1,1.67,2.63,null,null,711.7,0.044119713,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-12.66854498,unter dem Durchschnitt,96.24677738,über dem Durchschnitt,2.285752581,über dem Durchschnitt
Monschau,1227.6,1.32,5.28,null,null,1231.6,-0.003247808,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,75.32702757,über dem Durchschnitt,55.11721326,über dem Durchschnitt,68.97589809,über dem Durchschnitt
Morsbach,893.1,0.87,3.9,null,null,890.5,0.002919708,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,29.50291809,über dem Durchschnitt,2.236345105,über dem Durchschnitt,22.93285645,über dem Durchschnitt
Much,1204.5,0.85,5.47,null,null,1189.8,0.012355018,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,81.63614409,über dem Durchschnitt,-0.113915702,unter dem Durchschnitt,65.79624409,über dem Durchschnitt
Mülheim an der Ruhr,764.1,1.17,3.06,null,null,742.9,0.028536815,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,1.609981888,über dem Durchschnitt,37.49025721,über dem Durchschnitt,5.176347123,über dem Durchschnitt
Münster,514.9,0.73,2.1,null,null,494.4,0.041464401,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-30.26765949,unter dem Durchschnitt,-14.21548054,unter dem Durchschnitt,-29.12537478,unter dem Durchschnitt
Nachrodt-Wiblingwerde,897.4,0.78,3.98,null,null,965.1,-0.070148171,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.15938821,über dem Durchschnitt,-8.339828527,unter dem Durchschnitt,23.5247401,über dem Durchschnitt
Netphen,640.5,0.65,2.78,null,null,640.5,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-7.687663514,unter dem Durchschnitt,-23.61652377,unter dem Durchschnitt,-11.83686647,unter dem Durchschnitt
Nettersheim,805,null,3.9,25,null,805,0,Aachen,Aachen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,29.50291809,über dem Durchschnitt,-100,unter dem Durchschnitt,10.80612411,über dem Durchschnitt
Nettetal,904.2,1.14,3.78,null,null,860.4,0.050906555,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,25.51821292,über dem Durchschnitt,33.964866,über dem Durchschnitt,24.46074214,über dem Durchschnitt
Neuenkirchen,422.1,0.37,1.87,null,null,446.6,-0.054858934,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-37.90501107,unter dem Durchschnitt,-56.52017507,unter dem Durchschnitt,-41.8990497,unter dem Durchschnitt
Neuenrade,813.1,1.07,3.37,null,null,823.7,-0.012868763,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,11.90380358,über dem Durchschnitt,25.73895317,über dem Durchschnitt,11.92106772,über dem Durchschnitt
Neukirchen-Vluyn,726.5,0.85,3.08,null,null,682.6,0.064312921,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,2.274099416,über dem Durchschnitt,-0.113915702,unter dem Durchschnitt,0.000806419,über dem Durchschnitt
Neunkirchen,789.4,0.78,3.44,null,null,789.4,0,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,14.22821493,über dem Durchschnitt,-8.339828527,unter dem Durchschnitt,8.658825309,über dem Durchschnitt
Neunkirchen-Seelscheid,1118,0.92,4.26,null,146.4,1123,-0.00445236,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,41.45703361,über dem Durchschnitt,8.111997122,über dem Durchschnitt,53.88974752,über dem Durchschnitt
Neuss,746.8,1.36,2.85,null,null,746.8,0,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-5.363252163,unter dem Durchschnitt,59.81773488,über dem Durchschnitt,2.79504781,über dem Durchschnitt
Nideggen,938.5,1.05,3.26,null,150,1010.3,-0.071068,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.251157174,über dem Durchschnitt,23.38869237,über dem Durchschnitt,29.18204656,über dem Durchschnitt
Niederkassel,920.1,1.17,3.84,null,null,920.1,0,Bonn,Köln ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,27.51056551,über dem Durchschnitt,37.49025721,über dem Durchschnitt,26.64933515,über dem Durchschnitt
Niederkrüchten,717.3,1.01,2.93,null,null,686.9,0.044256806,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-2.706782049,unter dem Durchschnitt,18.68817075,über dem Durchschnitt,-1.265549285,unter dem Durchschnitt
Niederzier,652,0.4,3,null,null,707.6,-0.078575466,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-0.382370698,unter dem Durchschnitt,-52.99478386,unter dem Durchschnitt,-10.25392184,unter dem Durchschnitt
Nieheim,903.1,0.67,3.51,null,114,903.1,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,16.55262628,über dem Durchschnitt,-21.26626297,unter dem Durchschnitt,24.30933004,über dem Durchschnitt
Nordkirchen,689.8,0.66,3.02,null,null,637.3,0.082378786,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,0.28174683,über dem Durchschnitt,-22.44139337,unter dem Durchschnitt,-5.050851662,unter dem Durchschnitt
Nordwalde,713.2,0.64,3.15,null,null,713.2,0,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,4.598510767,über dem Durchschnitt,-24.79165418,unter dem Durchschnitt,-1.829903458,unter dem Durchschnitt
Nörvenich,908.8,0.96,3.92,null,null,793.8,0.144872764,Aachen,Aachen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,30.16703562,über dem Durchschnitt,12.81251874,über dem Durchschnitt,25.09391999,über dem Durchschnitt
Nottuln,456.2,0.54,1.93,null,null,442.2,0.031659882,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-35.91265848,unter dem Durchschnitt,-36.54295821,unter dem Durchschnitt,-37.20527476,unter dem Durchschnitt
Nümbrecht,991.2,0.84,3.99,null,84,991.2,0,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.49144697,über dem Durchschnitt,-1.289046106,unter dem Durchschnitt,36.43606238,über dem Durchschnitt
Oberhausen,692.5,1.45,2.52,null,null,681.3,0.01643916,Essen,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.32119139,unter dem Durchschnitt,70.39390851,über dem Durchschnitt,-4.679203792,unter dem Durchschnitt
Ochtrup,372.5,0.25,1.4,null,60,409.9,-0.091241766,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-53.51177299,unter dem Durchschnitt,-70.62173991,unter dem Durchschnitt,-48.72635872,unter dem Durchschnitt
Odenthal,729.1,0.87,3.08,null,null,707.3,0.030821434,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,2.274099416,über dem Durchschnitt,2.236345105,über dem Durchschnitt,0.358689553,über dem Durchschnitt
Oelde,461.5,0.55,1.95,null,null,484.1,-0.046684569,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-35.24854095,unter dem Durchschnitt,-35.36782781,unter dem Durchschnitt,-36.47574375,unter dem Durchschnitt
Oer-Erkenschwick,704.7,0.79,3.01,null,null,740.6,-0.04847421,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-0.050311934,unter dem Durchschnitt,-7.164698123,unter dem Durchschnitt,-2.99990601,unter dem Durchschnitt
Oerlinghausen,891.6,0.72,3.99,null,null,891.6,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,32.49144697,über dem Durchschnitt,-15.39061095,unter dem Durchschnitt,22.72638541,über dem Durchschnitt
Olfen,503.4,0.38,2.27,null,null,503.4,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-24.6226605,unter dem Durchschnitt,-55.34504467,unter dem Durchschnitt,-30.70831941,unter dem Durchschnitt
Olpe,575.8,0.46,2.58,null,null,583,-0.012349914,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-14.3288388,unter dem Durchschnitt,-45.94400144,unter dem Durchschnitt,-20.7426506,unter dem Durchschnitt
Olsberg,622,0.6,2.51,null,42,622,0,Siegen ,Siegen ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-16.65325015,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-14.38334261,unter dem Durchschnitt
Ostbevern,556,0.6,2.39,null,null,541.4,0.026967122,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-20.63795532,unter dem Durchschnitt,-29.49217579,unter dem Durchschnitt,-23.46806832,unter dem Durchschnitt
Overath,1087.3,1.21,3.93,null,144,1095.3,-0.007303935,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,30.49909439,über dem Durchschnitt,42.19077882,über dem Durchschnitt,49.6639736,über dem Durchschnitt
Paderborn,517.5,0.75,2.1,null,null,517.5,0,Bielefeld ,Bielefeld ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-30.26765949,unter dem Durchschnitt,-11.86521974,unter dem Durchschnitt,-28.76749164,unter dem Durchschnitt
Petershagen,860.7,0.39,3.66,null,78,959.1,-0.102596184,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,21.53350775,über dem Durchschnitt,-54.16991426,unter dem Durchschnitt,18.47308202,über dem Durchschnitt
Plettenberg,638.3,0.71,2.73,null,null,671.6,-0.049583085,Siegen,Siegen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-9.347957335,unter dem Durchschnitt,-16.56574135,unter dem Durchschnitt,-12.13969066,unter dem Durchschnitt
Porta Westfalica,905.8,1.06,3.42,null,84,979.8,-0.075525617,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,13.5640974,über dem Durchschnitt,24.56382277,über dem Durchschnitt,24.68097791,über dem Durchschnitt
Preußisch Oldendorf,1072.8,0.76,4.87,null,null,1072.8,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,61.71261823,über dem Durchschnitt,-10.69008933,unter dem Durchschnitt,47.66808689,über dem Durchschnitt
Pulheim,488.8,0.96,1.82,null,null,477.1,0.024523161,Köln,Köln,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-39.56530489,unter dem Durchschnitt,12.81251874,über dem Durchschnitt,-32.71797085,unter dem Durchschnitt
Radevormwald,802.2,1.14,3.27,null,null,777.1,0.032299575,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,8.583215939,über dem Durchschnitt,33.964866,über dem Durchschnitt,10.42071151,über dem Durchschnitt
Raesfeld,341.5,0.35,1.48,null,null,338,0.01035503,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-50.85530288,unter dem Durchschnitt,-58.87043588,unter dem Durchschnitt,-52.99342685,unter dem Durchschnitt
Rahden,956.2,0.74,3.4,null,180,956.2,0,Bielefeld,Bielefeld,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,12.89997988,über dem Durchschnitt,-13.04035014,unter dem Durchschnitt,31.61840481,über dem Durchschnitt
Ratingen,507.4,0.98,1.9,null,null,503.5,0.00774578,Düsseldorf,Düsseldorf,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-36.90883478,unter dem Durchschnitt,15.16277954,über dem Durchschnitt,-30.15772997,unter dem Durchschnitt
Recke,766.25,null,3.7,26.25,null,767.3,-0.001368435,Münster ,Münster ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,22.86174281,über dem Durchschnitt,-100,unter dem Durchschnitt,5.472288945,über dem Durchschnitt
Recklinghausen,706.3,1.51,2.55,null,null,689,0.025108853,Dortmund,Essen,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-15.32501509,unter dem Durchschnitt,77.44469093,über dem Durchschnitt,-2.779670236,unter dem Durchschnitt
Rees,558.16,1.11,1.87,null,39.86,526.54,0.060052418,Duisburg,Düsseldorf ,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-37.90501107,unter dem Durchschnitt,30.43947479,über dem Durchschnitt,-23.17075002,unter dem Durchschnitt
Reichshof,1132.5,0.85,5.11,null,null,1132.5,0,Köln,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,69.68202858,über dem Durchschnitt,-0.113915702,unter dem Durchschnitt,55.88563423,über dem Durchschnitt
Reken,246.5,0.25,1.07,null,null,246.5,0,Münster,Münster,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-64.46971222,unter dem Durchschnitt,-70.62173991,unter dem Durchschnitt,-66.06992597,unter dem Durchschnitt
Remscheid,702,1.4,2.6,null,null,699.4,0.003717472,Wuppertal,Wuppertal,3.011515152,0.850969388,54.8125,94.83101695,726.4941414,723.5478283,0.005550792,-13.66472127,unter dem Durchschnitt,64.51825649,über dem Durchschnitt,-3.37155388,unter dem Durchschnitt
